path,category,bytes,sha256,source_url,author,version_or_commit,license,commercial_use,attribution,share_alike,modified,modifications,notice_path,status
images/chapters/chapter11_evidence_atlas.png,texture,2735687,63c370bbc07aa29478424a2313def300ba653371758a6d944fcfd5927783377a,generated://openai-imagegen/exec-cb8cb500-eefb-4216-8098-021824336d4c,OpenAI image generation with physics-directed project art direction,generated-2026-07-19,Project-generated asset; OpenAI terms apply,project-use,not-required,n/a,false,Generated as six-panel integrated physics evidence atlas without interference imagery,THIRD_PARTY_NOTICES.md,PROJECT_GENERATED
images/endings/chapter11_heaven_earth_shared.png,texture,2685424,0ff5d7e7fba4bac3343bfef0218881919acf673e181f6bcea36155d9faf0a17a,generated://openai-imagegen/exec-ef43451b-9913-4629-b2ff-b190f8f451d6,OpenAI image generation with project art direction,generated-2026-07-19,Project-generated asset; OpenAI terms apply,project-use,not-required,n/a,false,Generated as true complete shared-balance ending illustration,THIRD_PARTY_NOTICES.md,PROJECT_GENERATED
images/endings/chapter11_common_measure.png,texture,2664648,a9bc4e655d7fb8d3b0fe1208b7b86cc6b70e89eca3df1e979c45f9afcb2b1de8,generated://openai-imagegen/exec-bfac40c3-3a6a-4024-b3ba-9953bfd343f4,OpenAI image generation with project art direction,generated-2026-07-19,Project-generated asset; OpenAI terms apply,project-use,not-required,n/a,false,Generated as public-measure complete ending illustration,THIRD_PARTY_NOTICES.md,PROJECT_GENERATED
images/endings/chapter11_four_keys.png,texture,2369768,32d5140b158ac3b853fb3b2a541d9669b1da954e99e03d72c3a7c0cf7230b46a,generated://openai-imagegen/exec-2040f47e-f5e5-41b6-af7d-b48e1fb3e062,OpenAI image generation with project art direction,generated-2026-07-19,Project-generated asset; OpenAI terms apply,project-use,not-required,n/a,false,Generated as four-key accountability complete ending illustration,THIRD_PARTY_NOTICES.md,PROJECT_GENERATED
images/endings/chapter11_masterless_road.png,texture,2557746,0ae18806796265d38fdfbff3bd598a555a1506bd74f8a25189e753340c5bb27a,generated://openai-imagegen/exec-7f23b66a-42f0-4a98-9183-5473d57dbf1a,OpenAI image generation with project art direction,generated-2026-07-19,Project-generated asset; OpenAI terms apply,project-use,not-required,n/a,false,Generated as decentralized masterless-road complete ending illustration,THIRD_PARTY_NOTICES.md,PROJECT_GENERATED
images/ui/achievement_emblem_atlas.png,texture,3294958,a7c761cb67e643441f5415f641db98e3d0c2f85c892486fd996b7af2002ecff9,generated://openai-imagegen/exec-18ded7ea-8baf-4831-8135-53983a5c5ca1,OpenAI image generation with project art direction,generated-2026-07-19,Project-generated asset; OpenAI terms apply,project-use,not-required,n/a,false,Generated as a six-panel antique bronze achievement emblem atlas without text,THIRD_PARTY_NOTICES.md,PROJECT_GENERATED
images/cinematic/missing_master_chamber_v14.png,texture,2427666,602ddb6016ab01a30e533a9c699e2165f693178d607efe5702c77a9c250795bb,generated://openai-imagegen/exec-dd56fffe-0aed-4bec-bc7d-23f5dc774b19,OpenAI image generation with project art direction,generated-2026-07-19,Project-generated asset; OpenAI terms apply,project-use,not-required,n/a,false,Generated as abandoned master chamber story-intro scene without text or logos,THIRD_PARTY_NOTICES.md,PROJECT_GENERATED
images/cinematic/sabotaged_axle_v14.png,texture,2254590,9bc17d0048b23f3103c2999405b0d1a036ae5d30f6e2c89660bbc6fdefa1e1f7,generated://openai-imagegen/exec-8f4b23f7-16a7-411d-ae52-67d539dd9b72,OpenAI image generation with physics-directed project art direction,generated-2026-07-19,Project-generated asset; OpenAI terms apply,project-use,not-required,n/a,false,Generated as sabotaged bell axle forensic close-up without text or logos,THIRD_PARTY_NOTICES.md,PROJECT_GENERATED
images/cinematic/tianheng_confrontation_v14.png,texture,2507960,c32d56aa782c2d149eebe268c325feb8ac43a5d7778de49fb3dc66f99b14f3d7,generated://openai-imagegen/exec-34111af9-5137-4479-8556-2fadf448b6d9,OpenAI image generation with project art direction,generated-2026-07-19,Project-generated asset; OpenAI terms apply,project-use,not-required,n/a,false,Generated as Tianheng confrontation story-intro scene without text or logos,THIRD_PARTY_NOTICES.md,PROJECT_GENERATED
images/cinematic/title_keyart_v16.png,texture,2689239,06817e695534b158e7d92e9677f41c644c633b54095b585e1e4cfa8ce0c3d504,generated://openai-imagegen/codex-imagegen-edit,OpenAI image generation with project art direction,generated-2026-07-26,Project-generated asset; OpenAI terms apply,project-use,not-required,n/a,true,"Detail-restoration pass over v15 (image-edit): same composition/grade, +32% gradient sharpness; still no text or logos",THIRD_PARTY_NOTICES.md,PROJECT_GENERATED
